steps,arrays,rows,cols,scaling,proc-rows,proc-cols,slowdim,rank,layout,mpi-io,wall [s],fsize [B],write-phase-min [s],write-phase-max [s],creat-min [s],creat-max [s],write-min [s],write-max [s],write-rate-min [MiB/s],write-rate-max [MiB/s],read-phase-min [s],read-phase-max [s],read-min [s],read-max [s],read-rate-min [MiB/s],read-rate-max [MiB/s]
20,500,2,2,weak,28,28,step,4,contiguous,independent,7.57,250882048,0.06,0.06,0.02,0.03,0.02,0.03,10.73,12.36,7.46,7.46,0.02,0.03,11.70,14.65
